# Distance [Å]  g(r)
2.499999944120645523e-03 0.000000000000000000e+00
7.499999832361936569e-03 0.000000000000000000e+00
1.249999925494194031e-02 0.000000000000000000e+00
1.750000007450580597e-02 0.000000000000000000e+00
2.250000089406967163e-02 0.000000000000000000e+00
2.749999985098838806e-02 0.000000000000000000e+00
3.249999880790710449e-02 0.000000000000000000e+00
3.750000149011611938e-02 0.000000000000000000e+00
4.250000044703483582e-02 0.000000000000000000e+00
4.749999940395355225e-02 0.000000000000000000e+00
5.250000208616256714e-02 0.000000000000000000e+00
5.749999731779098511e-02 0.000000000000000000e+00
6.250000000000000000e-02 0.000000000000000000e+00
6.749999523162841797e-02 0.000000000000000000e+00
7.250000536441802979e-02 0.000000000000000000e+00
7.750000059604644775e-02 0.000000000000000000e+00
8.249999582767486572e-02 0.000000000000000000e+00
8.750000596046447754e-02 0.000000000000000000e+00
9.250000119209289551e-02 0.000000000000000000e+00
9.749999642372131348e-02 0.000000000000000000e+00
1.024999991059303284e-01 0.000000000000000000e+00
1.075000017881393433e-01 0.000000000000000000e+00
1.124999970197677612e-01 0.000000000000000000e+00
1.174999997019767761e-01 0.000000000000000000e+00
1.225000023841857910e-01 0.000000000000000000e+00
1.274999976158142090e-01 0.000000000000000000e+00
1.324999928474426270e-01 0.000000000000000000e+00
1.375000029802322388e-01 0.000000000000000000e+00
1.424999982118606567e-01 0.000000000000000000e+00
1.475000083446502686e-01 0.000000000000000000e+00
1.525000035762786865e-01 0.000000000000000000e+00
1.574999988079071045e-01 0.000000000000000000e+00
1.624999940395355225e-01 0.000000000000000000e+00
1.675000041723251343e-01 0.000000000000000000e+00
1.724999994039535522e-01 0.000000000000000000e+00
1.775000095367431641e-01 0.000000000000000000e+00
1.825000047683715820e-01 0.000000000000000000e+00
1.875000000000000000e-01 0.000000000000000000e+00
1.924999952316284180e-01 0.000000000000000000e+00
1.974999904632568359e-01 0.000000000000000000e+00
2.025000005960464478e-01 0.000000000000000000e+00
2.074999958276748657e-01 0.000000000000000000e+00
2.125000059604644775e-01 0.000000000000000000e+00
2.175000011920928955e-01 0.000000000000000000e+00
2.224999964237213135e-01 0.000000000000000000e+00
2.274999916553497314e-01 0.000000000000000000e+00
2.325000017881393433e-01 0.000000000000000000e+00
2.374999970197677612e-01 0.000000000000000000e+00
2.425000071525573730e-01 0.000000000000000000e+00
2.475000023841857910e-01 0.000000000000000000e+00
2.524999976158142090e-01 0.000000000000000000e+00
2.574999928474426270e-01 0.000000000000000000e+00
2.624999880790710449e-01 0.000000000000000000e+00
2.674999833106994629e-01 0.000000000000000000e+00
2.725000083446502686e-01 0.000000000000000000e+00
2.775000035762786865e-01 0.000000000000000000e+00
2.824999988079071045e-01 0.000000000000000000e+00
2.874999940395355225e-01 0.000000000000000000e+00
2.924999892711639404e-01 0.000000000000000000e+00
2.975000143051147461e-01 0.000000000000000000e+00
3.025000095367431641e-01 0.000000000000000000e+00
3.075000047683715820e-01 0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00
3.174999952316284180e-01 0.000000000000000000e+00
3.224999904632568359e-01 0.000000000000000000e+00
3.274999856948852539e-01 0.000000000000000000e+00
3.325000107288360596e-01 0.000000000000000000e+00
3.375000059604644775e-01 0.000000000000000000e+00
3.425000011920928955e-01 0.000000000000000000e+00
3.474999964237213135e-01 0.000000000000000000e+00
3.524999916553497314e-01 4.503792267859526395e-04
3.575000166893005371e-01 2.189331179635799381e-03
3.625000119209289551e-01 5.110472694810518600e-03
3.675000071525573730e-01 1.160219273025832679e-02
3.725000023841857910e-01 2.339227582656702373e-02
3.774999976158142090e-01 3.966288237372901648e-02
3.824999928474426270e-01 7.497055820668918624e-02
3.874999880790710449e-01 1.144173950341471901e-01
3.924999833106994629e-01 1.740006807543922340e-01
3.975000083446502686e-01 2.458005181257544580e-01
4.025000035762786865e-01 3.191822089355574876e-01
4.074999988079071045e-01 4.030629325900263460e-01
4.124999940395355225e-01 4.742596077117676168e-01
4.174999892711639404e-01 5.795113915569336527e-01
4.225000143051147461e-01 6.812420045638565291e-01
4.275000095367431641e-01 7.851341206296955644e-01
